// Name: Cubehelix more hue
// Author: Dave Green
// Homepage: https://www.mrao.cam.ac.uk/~dag/CUBEHELIX/

0.000,0.000,0.000
0.008,0.001,0.007
0.016,0.003,0.014
0.024,0.004,0.022
0.031,0.005,0.030
0.038,0.007,0.038
0.045,0.009,0.047
0.051,0.011,0.056
0.057,0.012,0.065
0.062,0.015,0.074
0.068,0.017,0.083
0.073,0.019,0.093
0.077,0.022,0.102
0.081,0.025,0.112
0.085,0.027,0.122
0.089,0.031,0.132
0.092,0.034,0.142
0.094,0.037,0.151
0.097,0.041,0.161
0.099,0.045,0.171
0.100,0.049,0.181
0.101,0.053,0.191
0.102,0.057,0.201
0.103,0.062,0.210
0.103,0.067,0.220
0.103,0.072,0.229
0.102,0.077,0.238
0.101,0.083,0.247
0.100,0.088,0.255
0.099,0.094,0.264
0.097,0.100,0.272
0.095,0.106,0.280
0.093,0.113,0.287
0.091,0.119,0.295
0.088,0.126,0.301
0.085,0.133,0.308
0.082,0.140,0.314
0.079,0.147,0.320
0.076,0.154,0.326
0.073,0.162,0.331
0.069,0.169,0.335
0.065,0.177,0.340
0.062,0.185,0.343
0.058,0.193,0.347
0.054,0.201,0.350
0.050,0.209,0.352
0.047,0.217,0.355
0.043,0.225,0.356
0.039,0.234,0.357
0.035,0.242,0.358
0.032,0.251,0.358
0.028,0.259,0.358
0.025,0.268,0.358
0.022,0.276,0.357
0.019,0.284,0.355
0.016,0.293,0.354
0.014,0.301,0.351
0.011,0.310,0.349
0.009,0.318,0.345
0.007,0.326,0.342
0.006,0.334,0.338
0.004,0.343,0.334
0.003,0.351,0.329
0.003,0.359,0.324
0.002,0.366,0.319
0.002,0.374,0.314
0.003,0.382,0.308
0.004,0.389,0.302
0.005,0.396,0.295
0.006,0.403,0.289
0.008,0.410,0.282
0.011,0.417,0.275
0.013,0.424,0.267
0.017,0.430,0.260
0.020,0.436,0.252
0.025,0.442,0.245
0.029,0.448,0.237
0.034,0.454,0.229
0.040,0.459,0.221
0.046,0.464,0.213
0.052,0.469,0.205
0.059,0.474,0.197
0.067,0.478,0.190
0.074,0.482,0.182
0.083,0.486,0.174
0.091,0.490,0.166
0.101,0.493,0.159
0.110,0.496,0.152
0.120,0.499,0.144
0.131,0.502,0.137
0.141,0.504,0.131
0.153,0.506,0.124
0.164,0.508,0.118
0.177,0.510,0.112
0.189,0.511,0.106
0.202,0.513,0.101
0.215,0.513,0.096
0.228,0.514,0.092
0.242,0.515,0.087
0.256,0.515,0.084
0.270,0.515,0.080
0.285,0.515,0.077
0.300,0.514,0.075
0.315,0.514,0.073
0.330,0.513,0.071
0.346,0.512,0.070
0.361,0.511,0.069
0.377,0.509,0.069
0.393,0.508,0.069
0.409,0.506,0.070
0.425,0.504,0.072
0.441,0.503,0.074
0.458,0.500,0.076
0.474,0.498,0.079
0.490,0.496,0.083
0.506,0.494,0.087
